,,ref_size,ref_size,ref_size,ref_size,ref_size,unified_size,unified_size,unified_size,unified_size,unified_size
algo,,dal,dsb,ll,mcsplit,rl,dal,dsb,ll,mcsplit,rl
instance_a,instance_b,,,,,,,,,,
028.txt,170.txt,724692.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0
028.txt,171.txt,6275014.0,30.0,30.0,30.0,30.0,31.0,30.0,30.0,30.0,30.0
028.txt,173.txt,42815571.0,38.0,38.0,38.0,38.0,39.0,38.0,38.0,38.0,38.0
028.txt,192.txt,156613518.0,24.0,,24.0,,25.0,24.0,24.0,24.0,24.0
028.txt,196.txt,12686034.0,20.0,,20.0,,22.0,20.0,20.0,20.0,20.0
029.txt,030.txt,1567.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,031.txt,839.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
029.txt,032.txt,11714.0,8.0,8.0,8.0,8.0,12.0,8.0,8.0,8.0,8.0
029.txt,033.txt,6855.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,034.txt,2611.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
029.txt,035.txt,3028.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,037.txt,811.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,038.txt,2010.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,041.txt,1781.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,042.txt,2049.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,044.txt,910.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,045.txt,542.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
029.txt,046.txt,3200.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,048.txt,58613.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,049.txt,77617.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,051.txt,2627.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,053.txt,1047.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,055.txt,3973.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,056.txt,4907.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,057.txt,687.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,058.txt,1323.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,059.txt,2091.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
029.txt,061.txt,1602.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,8.0
029.txt,062.txt,691.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,063.txt,977.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,8.0
029.txt,064.txt,3327.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,065.txt,1810.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,066.txt,4387.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,067.txt,2946.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,068.txt,2883.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,069.txt,2298.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,070.txt,10265.0,9.0,9.0,9.0,9.0,12.0,9.0,9.0,9.0,9.0
029.txt,071.txt,1574.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,072.txt,1992.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,073.txt,3977.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,074.txt,9086.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,075.txt,2124.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,077.txt,635.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,078.txt,3977.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,079.txt,2545.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
029.txt,080.txt,1693.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,081.txt,1014.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,082.txt,1693.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,083.txt,9086.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,084.txt,643.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,085.txt,42412.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,086.txt,170724.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,087.txt,3501.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,088.txt,8623.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,089.txt,2331.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,090.txt,3855.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,091.txt,2522.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,092.txt,208.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
029.txt,093.txt,5620.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,094.txt,7701.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,095.txt,3659.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,096.txt,4559.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,097.txt,4559.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,099.txt,1554.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,100.txt,678.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,101.txt,931.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,102.txt,6249.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,103.txt,13718.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,105.txt,24167.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,106.txt,11280.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0
029.txt,107.txt,3286.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,108.txt,1424.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,109.txt,19778.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,111.txt,1641.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,112.txt,836.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,116.txt,1958.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,120.txt,636.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,121.txt,727.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,122.txt,1405.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,123.txt,1405.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,125.txt,1614.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
029.txt,126.txt,4319.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,137.txt,3502.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,139.txt,8486.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,140.txt,8486.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,143.txt,3856.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,144.txt,26755.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,145.txt,565.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,146.txt,17594.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,147.txt,6488.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,148.txt,463.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,149.txt,2090.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,151.txt,7135.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,152.txt,5908.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,153.txt,8027.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
029.txt,156.txt,168.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
029.txt,157.txt,463.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
029.txt,158.txt,463.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
029.txt,159.txt,463.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
029.txt,160.txt,4964.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,161.txt,11458.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,162.txt,3176.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,163.txt,5350.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,164.txt,2515.0,9.0,9.0,9.0,9.0,12.0,9.0,9.0,9.0,9.0
029.txt,165.txt,3564.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
029.txt,166.txt,376.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
029.txt,167.txt,602.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,168.txt,1423.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
029.txt,169.txt,1793.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,170.txt,1149.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,171.txt,2916.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
029.txt,172.txt,2485.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,8.0
029.txt,173.txt,24131.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
029.txt,176.txt,2680.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,8.0
029.txt,177.txt,2614.0,8.0,8.0,8.0,8.0,11.0,8.0,8.0,8.0,8.0
029.txt,192.txt,2336.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
029.txt,196.txt,6343.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
030.txt,031.txt,353.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
030.txt,033.txt,5903756348.0,,,,,45.0,,,,
030.txt,034.txt,50536955.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
030.txt,035.txt,7437531.0,,,,,23.0,19.0,19.0,19.0,19.0
030.txt,037.txt,1943463.0,,,,,23.0,19.0,19.0,19.0,19.0
030.txt,038.txt,164025558.0,,,,,31.0,29.0,29.0,29.0,29.0
030.txt,041.txt,65773692.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0
030.txt,044.txt,179.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
030.txt,045.txt,82.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
030.txt,046.txt,51079961.0,,,,,25.0,24.0,24.0,24.0,24.0
030.txt,049.txt,317658360.0,46.0,46.0,46.0,46.0,48.0,46.0,46.0,46.0,46.0
030.txt,053.txt,189167.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
030.txt,057.txt,565.0,15.0,15.0,15.0,15.0,16.0,15.0,15.0,15.0,15.0
030.txt,058.txt,298320.0,16.0,16.0,16.0,16.0,17.0,16.0,16.0,16.0,16.0
030.txt,059.txt,616.0,15.0,15.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0
030.txt,062.txt,386.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0
030.txt,063.txt,11692.0,,,,,23.0,21.0,21.0,21.0,21.0
030.txt,065.txt,256418.0,,,,,23.0,20.0,20.0,20.0,20.0
030.txt,066.txt,6382047.0,18.0,,18.0,,19.0,18.0,18.0,18.0,18.0
030.txt,067.txt,13737052.0,,,,,22.0,19.0,19.0,19.0,19.0
030.txt,068.txt,1896977.0,11.0,11.0,11.0,11.0,13.0,11.0,11.0,11.0,11.0
030.txt,069.txt,272600.0,20.0,20.0,20.0,20.0,21.0,20.0,20.0,20.0,20.0
030.txt,071.txt,249208132.0,,,,,33.0,33.0,33.0,33.0,33.0
030.txt,072.txt,3480.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0
030.txt,075.txt,8597710.0,,,,,23.0,22.0,22.0,22.0,22.0
030.txt,077.txt,954.0,13.0,13.0,13.0,13.0,15.0,13.0,13.0,13.0,13.0
030.txt,079.txt,2877.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
030.txt,080.txt,5253.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
030.txt,082.txt,5253.0,18.0,18.0,18.0,18.0,20.0,18.0,18.0,18.0,18.0
030.txt,084.txt,46466411.0,,,,,19.0,18.0,18.0,18.0,18.0
030.txt,092.txt,4030.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
030.txt,093.txt,389162432.0,,,,,45.0,,,,
030.txt,095.txt,2417061666.0,,40.0,,,44.0,,40.0,,
030.txt,099.txt,329398.0,,,,,19.0,14.0,14.0,14.0,14.0
030.txt,100.txt,7058.0,14.0,14.0,14.0,14.0,15.0,14.0,14.0,14.0,14.0
030.txt,101.txt,373.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0
030.txt,108.txt,30533577.0,,,,,22.0,20.0,20.0,20.0,20.0
030.txt,109.txt,220623477.0,,,,,48.0,,,,
030.txt,111.txt,25348606.0,,,,,28.0,24.0,24.0,24.0,24.0
030.txt,112.txt,319581.0,19.0,19.0,19.0,19.0,20.0,19.0,19.0,19.0,19.0
030.txt,116.txt,47201643.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
030.txt,120.txt,566.0,11.0,11.0,11.0,11.0,12.0,11.0,11.0,11.0,11.0
030.txt,121.txt,255815.0,13.0,13.0,13.0,13.0,14.0,13.0,13.0,13.0,13.0
030.txt,125.txt,153.0,9.0,9.0,9.0,9.0,12.0,9.0,9.0,9.0,9.0
030.txt,126.txt,118808347.0,,,,,28.0,27.0,27.0,27.0,27.0
030.txt,139.txt,2874648203.0,,,,,46.0,,,,
030.txt,140.txt,2874648203.0,,,,,46.0,,,,
030.txt,143.txt,4094733174.0,,,,,32.0,31.0,31.0,31.0,31.0
030.txt,145.txt,8558.0,14.0,14.0,14.0,14.0,16.0,14.0,14.0,14.0,14.0
030.txt,146.txt,703601493.0,,43.0,,43.0,45.0,,43.0,,43.0
030.txt,148.txt,1311.0,,,,,16.0,13.0,13.0,13.0,13.0
030.txt,151.txt,1453363982.0,45.0,45.0,45.0,45.0,46.0,45.0,45.0,45.0,45.0
030.txt,156.txt,2066.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
030.txt,157.txt,1209.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
030.txt,158.txt,1209.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
030.txt,159.txt,1209.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
030.txt,160.txt,4942992694.0,,,,,44.0,,,,
030.txt,163.txt,324843839.0,,,,,36.0,35.0,35.0,35.0,35.0
030.txt,166.txt,132.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
030.txt,167.txt,1360181.0,16.0,16.0,16.0,16.0,18.0,16.0,16.0,16.0,16.0
030.txt,168.txt,3668.0,,,,,14.0,10.0,10.0,10.0,10.0
030.txt,169.txt,355311014.0,,,,,33.0,31.0,31.0,31.0,31.0
030.txt,170.txt,5901692.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0
030.txt,171.txt,57891164.0,31.0,,31.0,,32.0,31.0,31.0,31.0,31.0
030.txt,173.txt,200307375.0,43.0,43.0,43.0,43.0,45.0,43.0,43.0,43.0,43.0
030.txt,192.txt,304944345.0,,,,,26.0,24.0,24.0,24.0,24.0
030.txt,196.txt,35931684.0,,,,,22.0,20.0,20.0,20.0,20.0
031.txt,032.txt,643.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
031.txt,033.txt,605.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,034.txt,570.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,035.txt,663.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,037.txt,344.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,038.txt,1398.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,041.txt,520.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
031.txt,042.txt,134.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,044.txt,195.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,045.txt,78.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,046.txt,498.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
031.txt,048.txt,2350.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,049.txt,3664.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,051.txt,1245.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,053.txt,200.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,055.txt,520.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,056.txt,856.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,057.txt,164.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,058.txt,382.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,059.txt,167.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,061.txt,598.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,062.txt,322.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,063.txt,196.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
031.txt,064.txt,330.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,065.txt,570.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,066.txt,145.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,067.txt,443.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,068.txt,258.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,069.txt,588.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,070.txt,981.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
031.txt,071.txt,971.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
031.txt,072.txt,273.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,073.txt,777.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,074.txt,640.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,075.txt,595.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,077.txt,206.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,078.txt,777.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,079.txt,432.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,080.txt,448.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,081.txt,537.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,082.txt,448.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,083.txt,640.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,084.txt,217.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,085.txt,2734.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,086.txt,4481.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,087.txt,764.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,088.txt,1966.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,089.txt,853.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,090.txt,339.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,091.txt,301.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,092.txt,591.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0
031.txt,093.txt,734.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,094.txt,785.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,095.txt,704.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,096.txt,793.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,097.txt,793.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,099.txt,770.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,100.txt,184.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,101.txt,234.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,102.txt,2286.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,103.txt,4316.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,105.txt,5841.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,106.txt,494.0,8.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,8.0
031.txt,107.txt,445.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,108.txt,530.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,109.txt,930.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,111.txt,636.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,112.txt,332.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,116.txt,328.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,120.txt,425.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,121.txt,175.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,122.txt,402.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,123.txt,402.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,125.txt,203.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,126.txt,287.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,137.txt,419.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,139.txt,648.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,140.txt,648.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,143.txt,1294.0,6.0,6.0,6.0,6.0,8.0,6.0,6.0,6.0,6.0
031.txt,144.txt,2156.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
031.txt,145.txt,399.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,146.txt,1942.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,147.txt,478.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,148.txt,406.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,149.txt,994.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,151.txt,1650.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,152.txt,781.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
031.txt,153.txt,795.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0
031.txt,156.txt,181.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,157.txt,238.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,158.txt,238.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,159.txt,238.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
031.txt,160.txt,1926.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0
031.txt,161.txt,1637.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,162.txt,4181.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
031.txt,163.txt,471.0,7.0,7.0,7.0,7.0,9.0,7.0,7.0,7.0,7.0
031.txt,164.txt,968.0,7.0,7.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0
031.txt,165.txt,845.0,8.0,8.0,8.0,8.0,9.0,8.0,8.0,8.0,8.0
