instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned
mcs30_m3Dr4_s30.A04,mcs30_m3Dr4_s30.B04,symsplit_valonly,20,20,20658207,2.39123,0,14696960,1.68504,13546355,13546355,38595
mcs30_m3Dr4_s30.A05,mcs30_m3Dr4_s30.B05,symsplit_valonly,19,21,32390985,3.19089,0,817639,0.0747713,21291180,21291180,119593
mcs30_m3Dr4_s30.A06,mcs30_m3Dr4_s30.B06,symsplit_valonly,19,19,21426341,2.4205,0,3989794,0.429938,14066138,14066138,314191
mcs30_m3Dr4_s30.A07,mcs30_m3Dr4_s30.B07,symsplit_valonly,20,23,23527681,2.62551,0,15100631,1.70042,15318742,15318742,31665
mcs30_m3Dr4_s30.A08,mcs30_m3Dr4_s30.B08,symsplit_valonly,20,22,5804780,0.728436,0,1795003,0.21736,3877016,3877016,18095
mcs30_m3Dr4_s30.A09,mcs30_m3Dr4_s30.B09,symsplit_valonly,20,22,10056412,1.26694,0,5043057,0.647002,6568437,6568437,30712
mcs30_m3Dr4_s40.A00,mcs30_m3Dr4_s40.B00,symsplit_valonly,26,28,1339216033,152.538,0,6203601,0.653864,904037939,904037939,3873978
mcs30_m3Dr4_s40.A01,mcs30_m3Dr4_s40.B01,symsplit_valonly,25,25,4290213168,1000.02,1,119100094,26.6824,2845910524,2845910524,8439097
mcs30_m3Dr4_s40.A02,mcs30_m3Dr4_s40.B02,symsplit_valonly,26,26,2132753818,471.46,0,418117261,91.5514,1443693206,1443693206,7119009
mcs30_m3Dr4_s40.A03,mcs30_m3Dr4_s40.B03,symsplit_valonly,26,25,3932961922,871.439,0,2739296134,606.981,2647315190,2647315190,5605154
mcs30_m3Dr4_s40.A04,mcs30_m3Dr4_s40.B04,symsplit_valonly,25,24,4305531561,1000.02,1,21628227,4.91261,2832446374,2832446374,9366312
mcs30_m3Dr4_s40.A05,mcs30_m3Dr4_s40.B05,symsplit_valonly,26,25,2599900823,302.978,0,1659808411,193.712,1721163370,1721163370,5631855
mcs30_m3Dr4_s40.A06,mcs30_m3Dr4_s40.B06,symsplit_valonly,27,26,2737196526,302.33,0,2711505804,299.486,1811544406,1811544406,6682057
mcs30_m3Dr4_s40.A07,mcs30_m3Dr4_s40.B07,symsplit_valonly,27,28,1667448417,200.772,0,1557753830,187.422,1100692350,1100692350,3993417
mcs30_m3Dr4_s40.A08,mcs30_m3Dr4_s40.B08,symsplit_valonly,26,29,3522756195,402.988,0,776528359,86.7121,2317018385,2317018385,4843040
mcs30_m3Dr4_s40.A09,mcs30_m3Dr4_s40.B09,symsplit_valonly,26,31,3471496420,392.984,0,417550034,46.8686,2281167622,2281167622,4957270
mcs30_m3Dr4_s70.A00,mcs30_m3Dr4_s70.B00,symsplit_valonly,40,40,8966318797,1000.02,1,1290517654,140.307,5736091765,5736091765,133026542
mcs30_m3Dr4_s70.A01,mcs30_m3Dr4_s70.B01,symsplit_valonly,40,39,8866698309,1000.02,1,8210817547,921.285,5490325396,5490325396,30595916
mcs30_m3Dr4_s70.A02,mcs30_m3Dr4_s70.B02,symsplit_valonly,42,41,8447664234,1000.01,1,2702160481,315.082,5366096035,5366096035,46849786
mcs30_m3Dr4_s70.A03,mcs30_m3Dr4_s70.B03,symsplit_valonly,39,38,7980278108,1000,1,4496690737,551.437,5049069418,5049069418,215873191
mcs30_m3Dr4_s70.A04,mcs30_m3Dr4_s70.B04,symsplit_valonly,41,44,7526595718,1000.01,1,275617240,37.1572,4713081084,4713081084,21016273
mcs30_m3Dr4_s70.A05,mcs30_m3Dr4_s70.B05,symsplit_valonly,40,39,8533758785,1000.01,1,1319105881,150.769,5464192288,5464192288,52428223
mcs30_m3Dr4_s70.A06,mcs30_m3Dr4_s70.B06,symsplit_valonly,41,40,9384333551,1000.02,1,3862725587,400.752,6115560248,6115560248,135257342
mcs30_m3Dr4_s70.A07,mcs30_m3Dr4_s70.B07,symsplit_valonly,41,41,8303790969,1000.02,1,2698922466,310.678,5271501156,5271501156,40132941
mcs30_m3Dr4_s70.A08,mcs30_m3Dr4_s70.B08,symsplit_valonly,40,37,8773636288,1000.02,1,1556641770,166.423,5625780709,5625780709,50022632
mcs30_m3Dr4_s70.A09,mcs30_m3Dr4_s70.B09,symsplit_valonly,40,40,8825534651,1000.02,1,7599062165,857.055,5629010715,5629010715,84631459
mcs30_m3Dr4_s80.A00,mcs30_m3Dr4_s80.B00,symsplit_valonly,45,41,9251033420,1000.02,1,446775943,45.1444,5718548843,5718548843,72489540
mcs30_m3Dr4_s80.A01,mcs30_m3Dr4_s80.B01,symsplit_valonly,46,47,10608987160,1000.02,1,1342073488,123.528,7166361844,7166361844,150168636
mcs30_m3Dr4_s80.A02,mcs30_m3Dr4_s80.B02,symsplit_valonly,45,45,8566517403,1000.02,1,1084996507,120.995,5381326670,5381326670,52235384
mcs30_m3Dr4_s80.A03,mcs30_m3Dr4_s80.B03,symsplit_valonly,46,43,6993219534,1000.02,1,348920459,45.6201,4482030282,4482030282,41602736
mcs30_m3Dr4_s80.A04,mcs30_m3Dr4_s80.B04,symsplit_valonly,45,43,8634641766,1000.01,1,133350853,13.737,5401881462,5401881462,78125227
mcs30_m3Dr4_s80.A05,mcs30_m3Dr4_s80.B05,symsplit_valonly,46,42,8870789719,1000.02,1,3907478765,434.041,5447765469,5447765469,75559760
mcs30_m3Dr4_s80.A06,mcs30_m3Dr4_s80.B06,symsplit_valonly,45,43,9189967889,1000.02,1,1584805765,168.782,5939784068,5939784068,58018180
mcs30_m3Dr4_s80.A07,mcs30_m3Dr4_s80.B07,symsplit_valonly,45,48,4368261674,1000.02,1,5173121,0.922866,2721111407,2721111407,26577114
mcs30_m3Dr4_s80.A08,mcs30_m3Dr4_s80.B08,symsplit_valonly,46,44,9107516263,1000.01,1,2905191181,312.845,5762579591,5762579591,34988539
mcs30_m3Dr4_s80.A09,mcs30_m3Dr4_s80.B09,symsplit_valonly,44,45,9213357311,1000.01,1,204321587,19.8493,5745028106,5745028106,74616361
mcs30_m3Dr4_s90.A00,mcs30_m3Dr4_s90.B00,symsplit_valonly,50,50,6837912308,1000.01,1,5059819877,720.816,4419199130,4419199130,50157344
mcs30_m3Dr4_s90.A01,mcs30_m3Dr4_s90.B01,symsplit_valonly,48,45,8518836646,1000.01,1,554329055,62.0942,5238759290,5238759290,72417188
mcs30_m3Dr4_s90.A02,mcs30_m3Dr4_s90.B02,symsplit_valonly,51,48,9919574966,1000.02,1,1075572592,100.132,6337377771,6337377771,83583652
mcs30_m3Dr4_s90.A03,mcs30_m3Dr4_s90.B03,symsplit_valonly,50,49,9292989206,1000.01,1,3249191541,331.107,5680166523,5680166523,68997138
mcs30_m3Dr4_s90.A04,mcs30_m3Dr4_s90.B04,symsplit_valonly,49,46,9289007470,1000.02,1,2336125878,239.217,5847083856,5847083856,111654569
mcs30_m3Dr4_s90.A05,mcs30_m3Dr4_s90.B05,symsplit_valonly,53,51,8703600873,1000.01,1,6683970090,764.234,5356688431,5356688431,54023044
mcs30_m3Dr4_s90.A06,mcs30_m3Dr4_s90.B06,symsplit_valonly,50,49,8521282299,1000.02,1,3412323541,376.976,5407211530,5407211530,77411000
mcs30_m3Dr4_s90.A07,mcs30_m3Dr4_s90.B07,symsplit_valonly,51,48,8216126274,1000.02,1,1898914071,224.183,5160220701,5160220701,78697936
mcs30_m3Dr4_s90.A08,mcs30_m3Dr4_s90.B08,symsplit_valonly,50,49,9213398813,1000.02,1,5509863685,587.696,5740481667,5740481667,69239141
mcs30_m3Dr4_s90.A09,mcs30_m3Dr4_s90.B09,symsplit_valonly,52,52,9299514209,1000.02,1,2245841590,226.726,5870289300,5870289300,76402835
mcs30_m3Dr6_s100.A00,mcs30_m3Dr6_s100.B00,symsplit_valonly,53,53,11263640435,1000.02,1,11248515083,998.537,7486114633,7486114633,130262438
mcs30_m3Dr6_s100.A01,mcs30_m3Dr6_s100.B01,symsplit_valonly,53,50,8435112625,1000.02,1,2575099922,297.846,5331048153,5331048153,93466168
mcs30_m3Dr6_s100.A02,mcs30_m3Dr6_s100.B02,symsplit_valonly,54,53,8763546176,1000.01,1,3091277698,351.344,5364483846,5364483846,61775862
