instance_a, instance_b, algo, unified_size, unified_edges, unified_nodes, unified_time, unified_aborted, unified_root_ub, unified_nodes_to_best, unified_time_to_best,unified_cut_branches, unified_bound_pruned, unified_sym_pruned, unified_conflicts,
mcs10_m3Dr4_s60.A04,mcs10_m3Dr4_s60.B04,ll_lsm,35,31,7312370790,1000.02,1,60,4764764552,635.373,4931159183,4931159183,0,3904158070,
mcs10_m3Dr4_s60.A05,mcs10_m3Dr4_s60.B05,ll_lsm,36,40,6336666126,1000.02,1,60,1795831146,278.665,4079840499,4079840499,0,3100757602,
mcs10_m3Dr4_s60.A06,mcs10_m3Dr4_s60.B06,ll_lsm,35,35,6984856065,1000,1,60,1485209032,204.364,4741707374,4741707374,0,3774862545,
mcs10_m3Dr4_s60.A07,mcs10_m3Dr4_s60.B07,ll_lsm,36,34,6755325924,1000.02,1,60,3022400282,446.656,4396083006,4396083006,0,3362337546,
mcs10_m3Dr4_s60.A08,mcs10_m3Dr4_s60.B08,ll_lsm,36,32,6668127231,1000.02,1,60,721271282,101.938,4324450101,4324450101,0,3216151110,
mcs10_m3Dr4_s60.A09,mcs10_m3Dr4_s60.B09,ll_lsm,36,39,6505981357,1000.02,1,60,2162416742,291.444,4320676281,4320676281,0,3281025475,
mcs10_m3Dr4_s70.A00,mcs10_m3Dr4_s70.B00,ll_lsm,40,39,6622284957,1000.01,1,70,146092087,20.7093,4383944118,4383944118,0,3326381653,
mcs10_m3Dr4_s70.A01,mcs10_m3Dr4_s70.B01,ll_lsm,41,38,3092976758,1000.02,1,70,1154190067,352.391,2015165849,2015165849,0,1576980463,
mcs10_m3Dr4_s70.A02,mcs10_m3Dr4_s70.B02,ll_lsm,39,39,6460646907,1000.01,1,70,327098136,50.0602,4179198522,4179198522,0,3043278053,
mcs10_m3Dr4_s70.A03,mcs10_m3Dr4_s70.B03,ll_lsm,39,33,6669058742,1000.01,1,70,638150438,87.8008,4322149565,4322149565,0,3299830487,
mcs10_m3Dr4_s70.A04,mcs10_m3Dr4_s70.B04,ll_lsm,40,40,6230035404,1000.01,1,70,2207356952,343.65,3970103837,3970103837,0,3027282786,
